producttype;code;baseProduct;ean;"""><img src=x onerror=alert(1)>";desc;summary;thumbnail;fullsize;media;style;size;swatchcodes;swatchcolors;price;surchargetype;surchargevalue
parent;138966;;;Flow Tee SS Youth;;<p> Just go with the flow, and well dressed with the Flow t-shirt by Burton. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/138966_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/138966_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/138966_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/138966_1.jpg;;;;;18.59;;
parent;96001;;;Fade Beanie;;<p> Features:<br /><br />+ 72% Acrylic, 28% Wool<br />+ Space-Dyed Knit Beanie<br />+ Slouch Fit </p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96001_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96001_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96001_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96001_1.jpg;;;;;24.26;;
parent;117080;;;Monster SS Youth Girls;;<p> Girls, you're not afraid of monsters are you? This one on the new Blue Tomato Monster t-shirt for specially for girls looks pretty nice! </p><p>100% cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117080_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117080_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117080_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117080_1.jpg;;;;;12.92;;
parent;122410;;;Thort SS youth;;<p> The Thort t-shirt by Billabong got an awesome front skate photoprint. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122410_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122410_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122410_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122410_1.jpg;;;;;20.21;;
parent;122409;;;Asterisk SS youth;;<p> The Asterisk t-shirt by Billabong got an awesome Photoprint. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122409_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122409_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122409_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122409_1.jpg;;;;;20.21;;
parent;122405;;;Eclipse SS youth;;<p> The Eclipse t-shirt by Billabong got an awesome Logo Print. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122405_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122405_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122405_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122405_1.jpg;;;;;18.59;;
parent;36265;;;The Rotolog;;<p> STYLE BY DESIGN<br /><br />Movement: Custom right-read direct time Japanese quartz with LED light. <br />Case: Custom 30 meter stainless steel with hardened mineral crystal, real wood, or enamel inlay and double gasket crown<br />Band: Custom solid stainless steel with real wood, or enamel inlay and butterfly closure </p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/36265_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/36265_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/36265_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/36265_1.jpg;;;;;226.76;;
parent;122412;;;Skull 80 SS youth;;<p> The Skull 80 t-shirt by Billabong got a funky front print. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122412_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122412_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122412_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122412_1.jpg;;;;;20.21;;
parent;122340;;;Jackson Tee SS;;<p> The Jackson t-shirt by Billabong got an awesome vintage softhand print. </p><p>12,5% Rayon, 50% Polyester, 37,5% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122340_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122340_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122340_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122340_1.jpg;;;;;30.74;;
parent;122333;;;Because Tee SS;;<p> The Because t-shirt by Billabong don't need a reason to look awesome. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122333_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122333_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122333_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122333_1.jpg;;;;;28.31;;
parent;122312;;;System Tee SS;;<p> The System SS is a standard longsleeve with Billabong lettering and logo. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122312_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122312_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122312_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122312_1.jpg;;;;;21.83;;
parent;122320;;;Eclipse Tee SS;;<p> The Eclipse t-shirt by Billabong got an awesome Logo Print. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122320_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122320_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122320_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122320_1.jpg;;;;;24.26;;
regular;300044599;;619638137;Snowboard Ski Tool Toko T8 800 WachsbÃ_geleisen fÃ_r HeiÃŸwachs;;Ergonomic Waxiron enables easy waxing in all directions. Precise temperature adjustment from 100Â°C to 160Â°C. The extra-strong aluminium pressure cast plate for ideal heat storage has a curved rhomboid structure that improves;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300044599_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300044599_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300044599_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300044599_1.jpg;;;;;33.96;;
parent;121048;;;Shield Tee SS Women;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121048_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121048_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121048_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121048_1.jpg;;;;;28.31;;
parent;143906;;;Girl On Feather Tank Top Women;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/143906_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/143906_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/143906_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/143906_1.jpg;;;;;28.31;;
parent;108803;;;Multilogo Good Looking SS Women;;<p> Unbelievable, but true! The Multilogo Good Looking T-Shirt by Roxy will get all eyes on you. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/108803_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/108803_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/108803_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/108803_1.jpg;;;;;17.78;;
parent;104176;;;Nightlife T-Shirt Women;;<p> Features:<br /><br /> <br />+ 50% COTTON, 50% ACRYLIC <br />+ OVERSIZED FIT </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/104176_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/104176_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/104176_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/104176_1.jpg;;;;;64.76;;
parent;29160;;;The Rotolog;Features:<br /><br />+ custom right-read direct time japanes quartz movement with LED<br />+ custom stainless steel case with hardened mineral crystal<br />+ real walnut wood or enamel inlay (depending on the colour)<br />+ double gasket crown<br />+ custom solid stainles steel band with real walnut wood or enamel inlay (depending on the colour) and butterfly closure<br />+ 30 m waterproof </p>;<p> Stylish, noble and a unusual movement.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29160_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29160_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29160_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29160_1.jpg;;;;;242.96;;
parent;122800;;;Solo Parenth SS;;<p> The Solo Parenth T-Shirt by Alien Workshop looks super spacey! </p><p>100% cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122800_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122800_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122800_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122800_1.jpg;;;;;22.64;;
parent;102278;;;Trace Grom Helm youth;Features:<br /><br />+ Snow/Skate/Bike Crossover<br />+ Durable Injected ABS Shell<br />+ Removable Ear Pads<br />+ NoAirâ„¢ Vent Plugs<br />+ Unison Technologyâ„¢<br />+ FineTuningâ„¢<br />+ Goggle Gasketâ„¢<br />+ NEW & Improved Removable Goggle Clip<br />+ Core Protection Standards<br />+ ASTM 2040, CPSC and CE 1077B certified in EU </p>;<p> Made for the preschool ripper that puts you to shame, RED's Trace Grom helmet offers maximum durability and easy customization.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/102278_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/102278_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/102278_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/102278_1.jpg;;;;;32.36;;
parent;95437;;;Tabloid Jacket Women;The Tabloid Jacket is a Slim Fit, bad-ass bomber perfect for those who want the warmth of a puffy in a lower-profile look. With a NEW Trail Mapped plush satin lining and 3Mâ„¢ Thinsulateâ„¢ Insulation, it cranks core warmth while letting your arms move freely. Featuring lots of pockets so youâ€™re always prepared, itâ€™s got spots for goggles, pass, lip balm, music, money, cold hands and more.<br /><br />Features:<br /><br />+ NEW Quad Package Trail Mapping: Printed Satin and Taffeta Lining with NEW Zonal 3Mâ„¢ Thinsulateâ„¢ Platinum Insulation [100G Body / 60G Sleeves] and X-STATICÂ® â€“ The Silver FiberÂ® [40G Arm Pits]<br />+ Mesh-Lined Pit Zipsâ„¢<br />+ Critically Taped Seams<br />+ Fulltime Contourâ„¢ Hood with Removable Faux Fur Trim<br />+ NEW Sound Pocket<br />+ Removable Waist Gaiter with Jacket-to-Pant Interface<br />+ Includes Womenâ€™s Burton Jacket Features Package:<br />+ DRYRIDE Fabrication with DWR Coating<br />+ Microfleece-Lined Handwarmer Pockets<br />+ Pit Zipsâ„¢<br />+ Taped Seams<br />+ Microfleece Chin Saver<br />+ Hood Cinch<br />+ Adjustable Cuff Closures<br />+ Sound Pocket<br />+ Goggle Pocket<br />+ Flash Pass Pocketâ„¢<br />+ ATM Pocket<br />+ Glove Loops </p>;<p> Roll out the red carpet. A smoking hot, fur trimmed shred celebrity.</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;;;;;105.26;;
parent;95446;;;Twc Such A Deal Pant youth;Shaun Whiteâ€™s Such-A-Deal Pant is fully loaded to combat everything from sideways snow to gale force winds and even the inevitable growth spurt. Low-profile Thermacoreâ„¢ insulation traps heat in hollow fibers while a tough DRYRIDE 2L fabric resists tumbles and tight tree runs. Overflowing with rider-friendly features, these pants are packed with everything from reflective safety trim and cuff saving Leg Liftsâ„¢ to snow-blocking boot gaiters.<br /><br />Features:<br /><br />+ Thermacore Insulation [60G Throughout]<br />+ Room-To-Growâ„¢ System<br />+ Zippered Handwarmer Pockets<br />+ VelcroÂ® Closure Back Pockets<br />+ Decorative Stitching at Back Yoke<br />+ Includes Boysâ€™ Pant Features Package:<br />+ DRYRIDE Fabrication<br />+ Durably Water-Repellent [DWR] Coating<br />+ Thermacoreâ„¢ Insulation<br />+ Room-To-Growâ„¢ System<br />+ Microfleece-Lined Handwarmer Pockets<br />+ Taffeta Lining<br />+ Critically Taped Seams<br />+ VelcroÂ® Jacket-to-Pant Interface<br />+ Articulated Knees<br />+ NEW Expandable Boot Gaiter<br />+ Microfleece-Lined Waistband<br />+ Internal Waistband Adjustment<br />+ Ticket O-Ring<br />+ Ghetto Slits<br />+ Leg Liftsâ„¢â€”Keep Your Cuffs Scuff-Free<br />+ Reflective Trim </p><p>100 % Polyester</p>;<p> No need to shoplift, itâ€™s a steal. Podium-grade performance at a ridiculous price.</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95446_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95446_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95446_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95446_1.jpg;;;;;56.66;;
parent;95464;;;Cargo Pant;Quite possibly the bestselling snowboard pant of all time. Loose-fitting for layering, with plenty of pockets so you never need the lodge, the Cargo Pant is a tried-and-true classic, ready for any weather disaster. Like all Burton pants, itâ€™s stacked with features you canâ€™t live without, including venting options for hiking, cuff-saving Leg Liftsâ„¢, articulated knees, and an audio port in the pocket so you can still listen to music when wearing just a hoodie.<br /><br />Features:<br /><br />+ Printed Brushed Plain Weave Fabric [Print Colorways]<br />+ Herringbone Crosshatch Fabric [Solid Colorways]<br />+ Mesh Lining<br />+ Fully Taped Seams<br />+ Bellowed Cargo Pockets with Asym Zipper Entry<br />+ Glove Loop<br />+ True Black Available in Short and Tall Lengths<br />+ Includes Menâ€™s Burton Pant Features Package:<br />+ DRYRIDE Fabrication with DWR Coating<br />+ Inner Thigh Vents<br />+ Fully Taped Seams<br />+ Zippered, Microfleece-Lined Handwarmer Pockets<br />+ Jacket-to-Pant Interface<br />+ Boot Gaiter with Cuff-to-Boot Interface<br />+ Audio Headphone Port<br />+ Engineered Articulation<br />+ Integrated Waist Adjustment<br />+ NEW Stink-Proof Microfleece Fly and Waistband<br />+ Ghetto Slits<br />+ Snap-Up Leg Liftsâ„¢â€”Keep Your Cuffs Scuff-Free </p>;<p> The tried and true classicâ€”loose-fitting with room for all your junk.</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95464_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95464_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95464_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95464_1.jpg;;;;;97.16;;
parent;97692;;;Heritage Pipe Glove;Features:<br /><br />+ ClarinoÂ® Palm with no-slip grip print<br />+ ribbed spandex and neoprene chassis<br />+ comfort of brushed Bembergâ„¢ liner<br />+ Unobtainiumâ„¢ knuckle accents<br />+ hook and loop wrist closure </p>;<p> You want to drop into and out of the pipe, and therefore you need to have the correct gloves! So better get the Heritage Pipe Glove by Oakley.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/97692_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/97692_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/97692_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/97692_1.jpg;;;;;36.41;;
parent;95290;;;Party Sock;Features:<br /><br />+ 50% Nylon / 24% Merino Wool / 14% Acrylic / 10% Polypropylene / 2% Spandex [Sub and Ski-Zee Colorways]<br />+ 30% Nylon / 34% Merino Wool / 24% Acrylic / 10% Polypropylene / 2% Spandex [Kid Nâ€™ Play and Drunk Hunter Colorways]<br />+ Quick-Drying and Stink-Proof Polypropylene Reinforced Footbed<br />+ Medium-Density Cushioning Throughout Sock<br />+ Elastic Arch and Ankle Supports<br />+ Chafe-Free Link Toe Seam<br />+ Stay High Comfort Band<br />+ Midweight </p>;<p> A breathable blend of woolly warmth, rider-specific support, and cushioning.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95290_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95290_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95290_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95290_1.jpg;;;;;17.78;;
